instid,ROid,type,stage,inst_realm,inst_name_en,inst_name_ja,info_URL_en,info_URL_ja,policy_URL_en,policy_URL_ja
SGU,JP01,IdP+SP,1,sgu.ac.jp,Sapporo Gakuin University,札幌学院大学,https://www.sgu.ac.jp,https://www.sgu.ac.jp,https://www.sgu.ac.jp,https://www.sgu.ac.jp
